state,specialty,ndb_spec,credentialing_required
NV,Home Health  / Private Duty Nurse,243,No
NV,Home Health Aide,67,No
NV,Homemaker,21,No
NV,Homeopathic Medicine,282,No
NV,Lactation Specialist,380,No
NV,Licensed Professional Counselor,381,No2
NV,Licensed Vocational Nurse,382,No
NV,Marriage & Family Therapy,318,No2
NV,Massage Therapy,514,No
NV,Master of Social Work,391,No2
NV,"Naturopathy, Doctor of",384,Yes
NV,Neuropsychology,397,No2
NV,Non-Indep Licensed MH Provider,244,No
NV,Nurse Practitioner,77,Yes
NV,"Nurse Practitioner, Clinical Specialist in Mental Health (NP)",387,No2
NV,"Nurse, Clinical Specialist in Mental Health",385,No2
NV,"Nurse, Licensed Practical",65,No
NV,"Nurse, Registered",64,No
NV,"Nurse, Registered, First Assistant (RNFA)",386,No
NV,Nutritionist (Registered Dietician),89,Yes
NV,Occupational Therapy,61,No2
NV,Optician,109,No
NV,Optometry,76,No2
NV,Orthodontics,52,No2
NV,Pastoral Counselor,388,No
NV,Pediatric Nurse Practitioner,389,Yes (as Nurse Practitioner)
NV,Pediatric Nutrition,120,Yes (as Registered Dietician)
NV,Pediatric Occupational Therapy,119,No2
NV,Pedodontics,53,No2
NV,Peridontics,54,No2
NV,Pharmacist,212,No
NV,Physical Therapy,73,No2
NV,Physical Therapy - Hand,368,No2
NV,Physical Therapy - Hand Splinting,369,No2
NV,Physical Therapy - Pediatric,367,No2
NV,Physician Assistant,338,Yes
NV,Podiatry,48,Yes
NV,Prosthodontics,55,No2
NV,Psychiatric Nurse Specialist/Practitioner,329,No2
NV,"Psychology, Clinical (Doctorate Level)",70,No2
NV,"Psychology, Clinical (Masters Level)",70,No2
NV,Registered Nurse Anesthetist,395,No1 (Except MO)
NV,Social Worker (Registered Social Worker),390,No2
NV,"Social Worker, Licensed Clinical/Medical",63,No2
NV,"Social Worker, Marriage & Family",392,No2
NV,Speech Pathology,246,No2
NV,Speech Therapy,74,No2
NV,"Substance Abuse Services, Alcohol & Drug",507,No
NV,Surgical Technician,393,No
NV,Unknown Physician/Doctor of Education,99,No
NV,Visiting Nurse,394,No
NV,Certified Asthma Educator,43,No
NV,Assisted Care Living Facility - Center  (HCBS,,No
NV,Assisted Care Living Facility - Home  (HCBS,,No
NV,Critical Access Hospital,,Yes (as General Acute Hospital)
NV,General Acute Care Hospital,,Yes
NV,Hospital Unit - Epilepsy,,Yes (as General Acute Hospital)
NV,Hospital Unit - Psychiatry,,No2
NV,Hospital Unit - Rehabilitation,,Yes (as General Acute Hospital)
NV,Indian Health Service Hospital,,No
NV,In-Patient Hospice,,Yes
NV,Physical Disability / Rehabilitation Facility,,Yes
NV,Long Term Acute Care Facility (LTAC),,Yes
NV,Medicare Defined Swing Bed,,Yes (as General Acute Hospital)
NV,Military Hospital,,No
NV,Military Treatment Facility / TRICARE USE ONLY,,No
NV,Non Medical In-Patient Facility,,No
NV,Osteopathic Hospital,,Yes
NV,Pediatric Hospital,,Yes
NV,Psychiatric Hospital,,No2
NV,Religious Nonmedical Health Care Institution,,No
NV,"Residential Treatment Facility (Facility, Community/MHDD)",,No
NV,Respite Care Facility,,No
NV,Alcohol/Chemical Dependency Treatment Center,,No
NV,School / Custodial /Developmental Center,,No
NV,Skilled Nursing  Facility (Convalescent Facility),,Yes
NV,Veteran's Administration or other Gov'tal Facility,,No
NV,Pest Control Company (HCBS),,No
NV,Adult Day Care/Social Day Care,,No
NV,Adult Day Health Care,,No
NV,Adult Foster Care (HCBS),,No
NV,Alcohol Treatment Center/Clinic,,No
NV,Ambulance - Freestanding,,No
NV,Ambulance - Hospital Based,,No
NV,Ambulatory Surgery Center/ASC,,Yes
NV,Assitive Technology Supplier  (HCBS),,No
NV,Attendant Care Agency/In Home Supportive Care,,No
NV,Audiology/Hearing Center - DIAGNOSTIC,,No
NV,Audiology/Hearing Center - SURGICAL,,No
NV,Autism ABA Agency/Clinic,,No
NV,Birthing Clinic,,Yes (TRICARE Only)
NV,Blood Bank,,No
NV,Cardiac Diagnostic Center,,No
NV,Cardiac Rehab Center/Clinic,,No
NV,Family Planning Clinic,,No
NV,Community Based Hospice,,Yes
NV,Community/Public Health Clinic,,No
NV,Convenience Care Clinic,,No
NV,Diabetes Education Center,,Yes
NV,Diagnostic/Treatment Center - Both Lab & Radiology Services,,No
NV,Diagnostic/Treatment Center - LAB BASED SERVICES ONLY,,No
NV,Diagnostic/Treatment Center - RADIOLOGY ONLY,,No
NV,Dialysis Center,,Yes
NV,Durable Medical Equipment (Medical Supply Company),,No
NV,Durable Medical Equipment Orthotics/Prosthetics,,No
NV,Environmental Adaptation Company (HCBS),,No
NV,Family Planning Clinic,,No
NV,Federally Qualified Health Center (FQHC),,Yes
NV,Freestanding Emergency Dept,,No
NV,Habilitation Agency (HCBS),,No
NV,Hemophiliac Treatment Center- PHARMACY ONLY,,No
NV,Home Delivered Meals Agency (HCBS),,No
NV,Home Health Care Agency/PACE Provider Agency,,Yes
NV,Home Health/Home Infusion (Combined),,Yes
NV,Homemaker Agency (HCBS),,No
NV,Hyperbaric Oxygen Chamber,,No
NV,Infertility Center,,No
NV,Infirmary,,No
NV,Infusion Therapy - Home & Clinic,,No
NV,Laboratory Center (Independent or Commercial),,Yes
NV,Lithotripsy Centers,,No
NV,Magnetic Resonance Imaging Center/Clinic,,No
NV,MHSA Rehabilitation Facility,,No (Yes for AZ Only)
NV,Non -Emergent Transportation,,No
NV,Personal Care,,No
NV,Pediatric Medical Day Care (HCBS),,No
NV,Pharmacy,,No
NV,Portable Diag Img Supplier,,Yes
NV,Radiation Oncology Center,,No
NV,Rehabilitation Clinic,,Yes (CORFs only - Comprehensive Outpatient Rehab Facilty)
NV,Rural Health Clinic (RHC),,Yes
NV,Sleep Study Center,,No
NV,Surgery Suite/Center,,No
NV,Transition Service Agency (HCBS),,No
NV,Urgent Care Center/Clinic,,No (Yes for AZ Only)
NV,Veteran's Administration Medical Clinic (VAMC),,No
NV,Wellness Service Provider,,No
NV,X-Ray/Radiology Center,,No
NV,Abdominal Surgery,270,Yes (as Surgery)
NV,Addiction Medicine,347,No2
NV,Addiction Psychiatry,301,No2
NV,Adolescent Medicine,276,Yes
NV,Allergy,252,Yes (as Allergy and Immunology)
NV,Allergy and Immunology,3,Yes
NV,Anatomic & Clinical Pathology,203,No1 (Except MO)
NV,Anatomic Pathology,202,No1 (Except MO)
NV,Anesthesiology,5,No1 (Except MO)
NV,Back & Spine Surgery,348,Yes (as Neurological Surgery or Orthopaedic Surgery)
NV,Blood Banking/Transfusion Medicine,334,No
NV,Bone Marrow Transplant,366,Yes
NV,Breast Reconstruction,359,Yes (as Plastic Surgery or Reconstructive Surgery)
NV,Breast Surgery,358,Yes (as Plastic Surgery or Surgery)
NV,Cardiac Diagnostic,513,Yes (as Cardiovascular Disease)
NV,Cardiology,12,Yes (as Cardiovascular Disease)
NV,Cardiovascular Disease,6,Yes
NV,Cardiovascular Surgery,500,Yes
NV,Chemical Pathology,207,No1 (Except MO)
NV,Chest and Respiratory Therapy,75,Yes
NV,Child & Adolescent Psychiatry,257,No2
NV,Child Neurology,208,Yes
NV,Child Psychology,268,No2
NV,Clinical Biochemical Genetics,305,Yes
NV,Clinical Biochemical/Molecular Genetics,306,Yes (as Clinical Biochemical or Clinical Molecular Genetics)
NV,Clinical Cardiac Electrophysiology,304,Yes
NV,Clinical Cytogenetics,307,Yes
NV,Clinical Genetics,308,Yes
NV,Clinical Molecular Genetics,370,Yes
NV,Clinical Neurophysiology,310,Yes
NV,Clinical Pathology,210,No1 (Except MO)
NV,Clinical Pharmacology,211,No
NV,Colon and Rectal Surgery,15,Yes
NV,Counselor - MH/SA/School,377,No2
NV,Crisis Diversion,378,No2
NV,Critical Care Medicine,214,Yes
NV,Cytopathology,312,No1 (Except MO)
NV,Dermatology,7,Yes
NV,Dermatopathology,218,Yes
NV,Diabetes,278,"Yes (as Endocrinology, Diabetes and Metabolism)"
NV,Diag Rad with Special Competence in Nuclear Rad,345,Yes (as Diagnostic Radiology)
NV,Diagnostic Lab Immunology,107,Yes (as Clinical and Laboratory Immunology or Immunology)
NV,Diagnostic Radiology,220,No1 (Except MO)
NV,Digestive Diseases,509,Yes (as Gastroenterology)
NV,Early Intervention,122,Yes (as Preventative Medicine)
NV,Emergency Medicine,42,No1 (Except MO)
NV,"Endocrinology, Diabetes and Metabolism",17,Yes
NV,Family Planning,123,"Yes (as FP, GP, IM, OBGYN, NP, or PA)"
NV,Family Practice,8,Yes
NV,Family Practice Specialist,275,Yes (as Family Practice)
NV,Forensic Pathology,223,No1 (Except MO)
NV,Forensic Psychiatry,346,No2
NV,Gastroenterology,10,Yes
NV,General Practice,1,Yes
NV,General Practice Specialist,272,Yes (as General Practice)
NV,General Vascular Surgery,95,Yes
NV,Geriatric Medicine,38,Yes
NV,Geriatric Psychiatry,314,No2
NV,Gynecologic Oncology,221,Yes
NV,Gynecology,251,Yes (as Obstetrics And Gynecology)
NV,Hand Surgery,40,Yes
NV,Head & Neck Surgery,271,Yes (as Plastic Surgery - Head and Neck)
NV,Headache Treatment,356,Yes (as Neurology or Headache Medicine)
NV,Hematology,93,Yes
NV,Hematology/Oncology,504,Yes
NV,Hepatology - Liver Disease,365,Yes (as Hepatology or Transplant Hepatology)
NV,High-Risk Pregnancy,353,Yes (as Obstetrics And Gynecology or Perinatology)
NV,HIV-AIDS,360,Yes (as Internal Medicine or Infectious Disease)
NV,Hospice & Palliative Medicine,19,Yes
NV,Hospitalist,340,No1 (Except MO)
NV,Hyperbaric Medicine/Wound Care,373,Yes (as Undersea and Hyperbaric Medicine)
NV,Immunology,283,Yes (as Allergy and Immunology)
NV,Immunopathology,225,No1 (Except MO)
NV,Independent Medical Examiner,97,No
NV,Infectious Disease Medicine,80,Yes
NV,Infertility Medicine,352,Yes (as Obstetrics and Gynecology or Reproductive Endocrinology/Infertility)
NV,Internal Medicine,11,Yes
NV,Internal Medicine Pediatrics,,Yes (as Internal Medicine and Pediatrics)
NV,Internal Medicine Specialist,273,Yes (as Internal Medicine)
NV,Interventional Cardiology,342,Yes
NV,Interventional Radiology,124,Yes
NV,Knee Surgery,349,Yes (as Orthopaedic Surgery or Surgery)
NV,Laryngology,284,Yes (as Otolaryngology)
NV,Legal Medicine,285,No
NV,Licensed Professional Counselor,381,No2
NV,Marriage & Family Therapy,318,No2
NV,Medical Genetics,309,Yes
NV,Medical Microbiology,227,No
NV,Medical Oncology,59,Yes
NV,Medical Toxicology,333,No
NV,MOHS Surgery,357,Yes
NV,Molecular Genetic Pathology,371,No1 (Except MO)
NV,Movement Disorders,249,Yes (as Neurology or Neuromuscular Disease)
NV,MRI/Magnetic Resonance,511,No1 (Except MO)
NV,Neonatology,87,No1 (Except MO)
NV,Neoplastics Diseases,502,Yes (as Hematology or Oncology)
NV,Nephrology,39,Yes
NV,Neurodevelopmental Disabilities,343,Yes
NV,Neurological Surgery,14,Yes
NV,Neurology,13,Yes
NV,Neurology & Psychiatry,228,No2
NV,Neuromuscular Disease,269,Yes
NV,Neuropathology,229,No1 (Except MO)
NV,Neuroradiology,332,No1 (Except MO)
NV,Nuclear Cardiology,16,Yes
NV,Nuclear Medicine,36,No1 (Except MO)
NV,Nuclear Radiology,286,No1 (Except MO)
NV,Obstetrics,250,Yes (as Obstetrics And Gynecology)
NV,Obstetrics And Gynecology,230,Yes
NV,Occupational Medicine,231,Yes
NV,Ophthalmic Plastic Surgery,364,Yes (as Ophthalmology)
NV,Ophthalmology,18,Yes
NV,Ophthalmology Cornea Surgery,355,Yes
NV,Ophthalmology Retina Surgery,354,Yes
NV,Oral and Maxillofacial Surgery,92,Yes
NV,Oral Pathology,232,Yes
NV,Orofacial Plastic Surgery,233,Yes
NV,Orthopedic Surgery,20,Yes
NV,Osteopathic Manipulative Medicine,330,Yes
NV,Otolaryngology (ENT),4,Yes
NV,Otology,254,Yes (as Otolaryngology)
NV,Pain Management,319,Yes
NV,Pastoral Counselor,388,No
NV,Pathology,22,No1 (Except MO)
NV,Pediatric Allergy Immunology,86,Yes
NV,Pediatric Anesthesiology,116,No1 (Except MO)
NV,Pediatric Behavioral,363,No2
NV,Pediatric Cardiology,85,Yes
NV,Pediatric Cardiothoracic Surgery,505,Yes (as Pediatric Surgery)
NV,Pediatric Child Abuse,258,Yes
NV,Pediatric Critical Care Medicine,234,Yes
NV,Pediatric Dermatology,117,Yes
NV,Pediatric Developmental & Behavioral,255,Yes
NV,Pediatric Emergency Medicine,321,Yes
NV,Pediatric Endocrinology,82,Yes
NV,Pediatric Gastroenterology,259,Yes
NV,Pediatric Genetics,260,Yes
NV,Pediatric Hematology Oncology,88,Yes
NV,Pediatric Infectious Disease Medicine,78,Yes
NV,Pediatric Nephrology,31,Yes
NV,Pediatric Neurology,262,Yes
NV,Pediatric Neurosurgery,81,Yes (as Neurological Surgery)
NV,Pediatric Ophthalmology,263,Yes
NV,Pediatric Orthopedic Surgery,264,Yes
NV,Pediatric Otolaryngology (ENT),265,Yes
NV,Pediatric Pathology,322,No1 (Except MO)
NV,Pediatric Plastic Surgery,266,Yes (as Plastic Surgery)
NV,Pediatric Pulmonary Medicine,96,Yes
NV,Pediatric Radiology,288,No1 (Except MO)
NV,Pediatric Rehabilitation Medicine,341,Yes
NV,Pediatric Rheumatology,261,Yes
NV,Pediatric Specialist,274,Yes (as Pediatrics)
NV,Pediatric Speech Pathologist,115,No2
NV,Pediatric Sports Medicine,323,Yes
NV,Pediatric Surgery,114,Yes
NV,Pediatric Urology,267,Yes
NV,Pediatrics,37,Yes
NV,Perinatology (Maternal & Fetal Medicine),226,Yes
NV,Phlebology,396,Yes
NV,Physical Medicine and Rehabilitation / Physiatry,25,Yes
NV,Physician Nutrition Specialist,103,Yes
NV,Plastic Surgery,24,Yes
NV,Plastic Surgery within the Head & Neck,337,Yes
NV,Preventative Medicine Aerospace,41,Yes
NV,Preventive Medicine,281,Yes
NV,Proctology,28,Yes
NV,Psychiatric Nurse Specialist/Practitioner,329,No2
NV,Psychiatric Social Work,9,No2
NV,Psychiatry,26,No2
NV,"Psychology, Clinical (Doctorate Level)",70,No2
NV,Psychosomatic Medicine,291,No2
NV,Public Health,238,Yes
NV,Public Health & General Preventive Medicine,236,Yes
NV,Pulmonary Medicine,29,Yes
NV,Radiation Oncology,32,Yes
NV,Radioisotopic Pathology,240,No1 (Except MO)
NV,Radioisotopic Radiology,503,Yes (as Nuclear Medicine or Nuclear Radiology)
NV,Radiological Physics,324,Yes (as Radiation Oncology)
NV,Radiology,30,No1 (Except MO)
NV,Rehabilitative Medicine,253,Yes
NV,Reproductive Endocrinology,241,Yes
NV,Rheumatology,90,Yes
NV,Rhinology,292,Yes (as Otolaryngology)
NV,Shoulder Surgery,350,Yes (as Orthopaedic Surgery or Surgery)
NV,Sleep Study Medicine,361,Yes
NV,"Social Worker, Licensed Clinical/Medical",63,No2
NV,Spinal Cord Injury Medicine,344,Yes
NV,Sports Medicine,296,Yes
NV,Surgery,2,Yes
NV,Surgical Critical Care,242,Yes
NV,Surgical Oncologist,508,Yes
NV,Therapeutic Radiology,239,Yes (as Radiation Oncology or Interventional Radiology)
NV,Thoracic Cardiovascular Surgery,33,Yes
NV,Thoracic Surgery,101,Yes
NV,Traumatic Surgery,293,Yes
NV,Undersea and Hyperbaric Medicine,327,Yes
NV,Undersea Medicine,372,Yes
NV,Urgent Care Medicine,328,No1 (Except MO)
NV,Urology,34,Yes
NV,Vascular Intervention Radiology,335,No1 (Except MO)
NY,Acupuncture,201,No2
NY,Addiction Medicine Specialist,331,No2
NY,Advanced Practice Registered Psychiatric Nurse Practitioner,374,No2
NY,Advanced Registered Nurse Practitioner,375,Yes (as Nurse Practitioner)
NY,Athletic Trainer,121,No
NY,Audiology,205,Yes
NY,Behavioral Analyst,300,No2
NY,Certified Diabetic Educator,27,Yes
NY,Certified Nurse Midwife,69,Yes
NY,Certified Registered Nurse Anesthetist,68,No1 (Except MO)
NY,Child Psychology,268,No2
NY,Chiropractic Medicine,35,No2
NY,Christian Science Practitioner,376,No
NY,Counselor - MH/SA/School,377,No2
NY,Dentist,50,No2
NY,"Dentist, Oral Surgeon",92,Yes
NY,Employee Assistance Program (EAP) Counselor,379,No
NY,Empowerment Coach,118,No
NY,Endodontics,51,No2
NY,Family Nurse Practitioner,339,Yes (as Nurse Practitioner)
NY,Genetic Counselor,320,No
NY,Hearing Instrument Specialist,298,No
NY,Home Health  / Private Duty Nurse,243,No
NY,Home Health Aide,67,No
NY,Homemaker,21,No
NY,Homeopathic Medicine,282,No
NY,Lactation Specialist,380,No
NY,Licensed Professional Counselor,381,No2
NY,Licensed Vocational Nurse,382,No
NY,Marriage & Family Therapy,318,No2
NY,Massage Therapy,514,No
NY,Master of Social Work,391,No2
NY,"Naturopathy, Doctor of",384,Yes
NY,Neuropsychology,397,No2
NY,Non-Indep Licensed MH Provider,244,No
NY,Nurse Practitioner,77,Yes
NY,"Nurse Practitioner, Clinical Specialist in Mental Health (NP)",387,No2
NY,"Nurse, Clinical Specialist in Mental Health",385,No2
NY,"Nurse, Licensed Practical",65,No
NY,"Nurse, Registered",64,No
NY,"Nurse, Registered, First Assistant (RNFA)",386,No
NY,Nutritionist (Registered Dietician),89,Yes
NY,Occupational Therapy,61,No2
NY,Optician,109,No
NY,Optometry,76,No2
NY,Orthodontics,52,No2
NY,Pastoral Counselor,388,No
NY,Pediatric Nurse Practitioner,389,Yes (as Nurse Practitioner)
NY,Pediatric Nutrition,120,Yes (as Registered Dietician)
NY,Pediatric Occupational Therapy,119,No2
NY,Pedodontics,53,No2
NY,Peridontics,54,No2
NY,Pharmacist,212,No
NY,Physical Therapy,73,No2
NY,Physical Therapy - Hand,368,No2
NY,Physical Therapy - Hand Splinting,369,No2
NY,Physical Therapy - Pediatric,367,No2
NY,Physician Assistant,338,Yes
NY,Podiatry,48,Yes
NY,Prosthodontics,55,No2
NY,Psychiatric Nurse Specialist/Practitioner,329,No2
NY,"Psychology, Clinical (Doctorate Level)",70,No2
NY,"Psychology, Clinical (Masters Level)",70,No2
NY,Registered Nurse Anesthetist,395,No1 (Except MO)
NY,Social Worker (Registered Social Worker),390,No2
NY,"Social Worker, Licensed Clinical/Medical",63,No2
NY,"Social Worker, Marriage & Family",392,No2
NY,Speech Pathology,246,No2
NY,Speech Therapy,74,No2
NY,"Substance Abuse Services, Alcohol & Drug",507,No
NY,Surgical Technician,393,No
NY,Unknown Physician/Doctor of Education,99,No
NY,Visiting Nurse,394,No
NY,Certified Asthma Educator,43,No
NY,Assisted Care Living Facility - Center  (HCBS,,No
NY,Assisted Care Living Facility - Home  (HCBS,,No
NY,Critical Access Hospital,,Yes (as General Acute Hospital)
NY,General Acute Care Hospital,,Yes
NY,Hospital Unit - Epilepsy,,Yes (as General Acute Hospital)
NY,Hospital Unit - Psychiatry,,No2
NY,Hospital Unit - Rehabilitation,,Yes (as General Acute Hospital)
NY,Indian Health Service Hospital,,No
NY,In-Patient Hospice,,Yes
NY,Physical Disability / Rehabilitation Facility,,Yes
NY,Long Term Acute Care Facility (LTAC),,Yes
NY,Medicare Defined Swing Bed,,Yes (as General Acute Hospital)
NY,Military Hospital,,No
NY,Military Treatment Facility / TRICARE USE ONLY,,No
NY,Non Medical In-Patient Facility,,No
NY,Osteopathic Hospital,,Yes
NY,Pediatric Hospital,,Yes
NY,Psychiatric Hospital,,No2
NY,Religious Nonmedical Health Care Institution,,No
NY,"Residential Treatment Facility (Facility, Community/MHDD)",,No
NY,Respite Care Facility,,No
NY,Alcohol/Chemical Dependency Treatment Center,,No
NY,School / Custodial /Developmental Center,,No
NY,Skilled Nursing  Facility (Convalescent Facility),,Yes
NY,Veteran's Administration or other Gov'tal Facility,,No
NY,Pest Control Company (HCBS),,No
NY,Adult Day Care/Social Day Care,,No
NY,Adult Day Health Care,,No
NY,Adult Foster Care (HCBS),,No
NY,Alcohol Treatment Center/Clinic,,No
NY,Ambulance - Freestanding,,No
NY,Ambulance - Hospital Based,,No
NY,Ambulatory Surgery Center/ASC,,Yes
NY,Assitive Technology Supplier  (HCBS),,No
NY,Attendant Care Agency/In Home Supportive Care,,No
NY,Audiology/Hearing Center - DIAGNOSTIC,,No
NY,Audiology/Hearing Center - SURGICAL,,No
NY,Autism ABA Agency/Clinic,,No
NY,Birthing Clinic,,Yes (TRICARE Only)
NY,Blood Bank,,No
NY,Cardiac Diagnostic Center,,No
NY,Cardiac Rehab Center/Clinic,,No
NY,Family Planning Clinic,,No
NY,Community Based Hospice,,Yes
NY,Community/Public Health Clinic,,No
NY,Convenience Care Clinic,,No
NY,Diabetes Education Center,,Yes
NY,Diagnostic/Treatment Center - Both Lab & Radiology Services,,No
NY,Diagnostic/Treatment Center - LAB BASED SERVICES ONLY,,No
NY,Diagnostic/Treatment Center - RADIOLOGY ONLY,,No
NY,Dialysis Center,,Yes
NY,Durable Medical Equipment (Medical Supply Company),,No
NY,Durable Medical Equipment Orthotics/Prosthetics,,No
NY,Environmental Adaptation Company (HCBS),,No
NY,Family Planning Clinic,,No
NY,Federally Qualified Health Center (FQHC),,Yes
NY,Freestanding Emergency Dept,,No
NY,Habilitation Agency (HCBS),,No
NY,Hemophiliac Treatment Center- PHARMACY ONLY,,No
NY,Home Delivered Meals Agency (HCBS),,No
NY,Home Health Care Agency/PACE Provider Agency,,Yes
NY,Home Health/Home Infusion (Combined),,Yes
NY,Homemaker Agency (HCBS),,No
NY,Hyperbaric Oxygen Chamber,,No
NY,Infertility Center,,No
NY,Infirmary,,No
NY,Infusion Therapy - Home & Clinic,,No
NY,Laboratory Center (Independent or Commercial),,Yes
NY,Lithotripsy Centers,,No
NY,Magnetic Resonance Imaging Center/Clinic,,No
NY,MHSA Rehabilitation Facility,,No (Yes for AZ Only)
NY,Non -Emergent Transportation,,No
NY,Personal Care,,No
NY,Pediatric Medical Day Care (HCBS),,No
NY,Pharmacy,,No
NY,Portable Diag Img Supplier,,Yes
NY,Radiation Oncology Center,,No
NY,Rehabilitation Clinic,,Yes (CORFs only - Comprehensive Outpatient Rehab Facilty)
NY,Rural Health Clinic (RHC),,Yes
NY,Sleep Study Center,,No
NY,Surgery Suite/Center,,No
NY,Transition Service Agency (HCBS),,No
NY,Urgent Care Center/Clinic,,No (Yes for AZ Only)
NY,Veteran's Administration Medical Clinic (VAMC),,No
NY,Wellness Service Provider,,No
NY,X-Ray/Radiology Center,,No
NY,Abdominal Surgery,270,Yes (as Surgery)
NY,Addiction Medicine,347,No2
NY,Addiction Psychiatry,301,No2
NY,Adolescent Medicine,276,Yes
NY,Allergy,252,Yes (as Allergy and Immunology)
NY,Allergy and Immunology,3,Yes
NY,Anatomic & Clinical Pathology,203,No1 (Except MO)
NY,Anatomic Pathology,202,No1 (Except MO)
NY,Anesthesiology,5,No1 (Except MO)
NY,Back & Spine Surgery,348,Yes (as Neurological Surgery or Orthopaedic Surgery)
NY,Blood Banking/Transfusion Medicine,334,No
NY,Bone Marrow Transplant,366,Yes
NY,Breast Reconstruction,359,Yes (as Plastic Surgery or Reconstructive Surgery)
NY,Breast Surgery,358,Yes (as Plastic Surgery or Surgery)
NY,Cardiac Diagnostic,513,Yes (as Cardiovascular Disease)
