lastname,taxid,mpin,provstatus,provtype,orgtypecd,state
KINDRED HOSPITAL TAMPA                  ,522085555,906240,P,O,1,TX
KINDRED HOSPITAL TARRANT COUNTY FT WORTH,752451969,2636063,P,O,1,TX
KINDRED HOSPITAL TUCSON                 ,522085556,2596815,N,O,1,KY
KINDRED HOSPITAL VICTORIA               ,752695684,1793209,P,O,1,TX
KINDRED HOSPITAL WHITE ROCK             ,522085561,1852844,P,O,1,TX
KINDRED HOSPITAL-INDIANAPOLIS           ,522085561,1258910,P,O,1,IN
KINDRED HOSPITAL-PHILADELPHIA           ,522085555,1357596,P,O,1,PA
KINDRED NORTH HOSPITAL                  ,636915965,4946672,N,O,1,IL
KING GEORGE SCHOOL                      ,203170949,2724617,P,O,1,VT
KINGMAN COMMUNITY HOSPITAL              ,480761700,1186255,P,O,1,KS
KINGMAN REGIONAL MEDICAL CENTER         ,942916102,532681,P,O,1,AZ
KINGS COUNTY HOSPITAL CENTER            ,132655001,503831,P,O,1,NY
KINGS COUNTY MEMORIAL HOSPITAL          ,0,860570,N,O,1,PE
KINGS DAUGHTER MED CTR - OHIO           ,453215312,3541423,P,O,1,OH
KINGS DAUGHTERS HEALTH                  ,350895832,64369,P,O,1,IN
KINGS DAUGHTERS HOSPITAL                ,741109749,560004,N,O,1,TX
KINGS DAUGHTERS HOSPITAL                ,621781881,188975,N,O,1,MS
KINGS DAUGHTERS HOSPITAL                ,540545600,1624947,N,O,1,VA
KINGS DAUGHTERS MEDICAL CENTER          ,610444716,124382,P,O,1,KY
KINGS DAUGHTERS MEDICAL CENTER          ,640333594,607405,P,O,1,MS
KINGSBROOK JEWISH MEDICAL CTR           ,111631759,392926,P,O,1,NY
KINGSBURG DISTRICT HOSPITAL             ,946050268,679264,N,O,1,CA
KINGSPORT HOSPITAL                      ,620518971,37136,N,O,1,TN
KINGSTON GENERAL HOSPITAL               ,0,351570,N,O,1,ON
KINGWOOD MEDICAL CENTER                 ,621619857,872644,P,O,1,TX
KINGWOOD MEDICAL CENTER                 ,912008361,872644,P,O,1,TX
KIOWA COUNTY MEMORIAL HOSPITAL          ,481226833,1617129,P,O,1,KS
KIOWA COUNTY MEMORIAL HOSPITAL          ,742854599,1617129,P,O,1,KS
KIOWA DISTRICT HOSPITAL                 ,480691934,597457,P,O,1,KS
KIRBY MEDICAL CENTER                    ,370661215,538416,P,O,1,IL
KIRBYVILLE COMMUNITY HOSP               ,581712870,1640908,N,O,1,TX
KIRKLIN CLINIC/URN                      ,630649108,1855723,N,O,1,AL
KIRWOOD GENERAL HOSPITAL                ,381328144,694756,N,O,1,MI
KISHWAUKEE COMMUNITY HOSPITAL           ,237087041,530895,P,O,1,IL
KISSIMMEE HOSPITAL                      ,591366556,2400469,N,O,1,FL
KIT CARSON COUNTY MEMORIAL HSP          ,841435504,147710,P,O,1,CO
KITCHENER-WATERLOOHOSPITAL              ,0,522303,N,O,1,ON
KITTITAS COUNTY HOSP DISTRICT           ,911096237,454841,N,O,1,WA
KITTITAS VALLEY COMMUNITY HOSP          ,910757683,721644,P,O,1,WA
KITTSON MEMORIAL HEALTHCARE CENTER      ,410724034,620581,P,O,1,MN
KLAMATH TRINITY COMM HOSP/HOOPA         ,680113980,400678,N,O,1,CA
KLEBERG MEMORIAL HOSPITAL               ,746001523,1683338,N,O,1,TX
KLICKITAT VALLEY HOSPITAL               ,916001738,551937,P,O,1,WA
KNAPP MEDICAL CENTER                    ,741393060,728556,N,O,1,TX
KNOX COMMUNITY HOSPITAL                 ,310929576,205616,P,O,1,OH
KNOX COUNTY HOSPITAL                    ,750808798,435491,P,O,1,TX
KNOXVILLE AREA COMMUNITY HOSP           ,421087612,618139,P,O,1,IA
KOHALA HOSPITAL                         ,990262197,670276,P,O,1,HI
KONA COMMUNITY HOSPITAL                 ,990262196,113529,P,O,1,HI
KOOTENAI HEALTH                         ,820231746,447854,P,O,1,WA
KOSAIR CHILDRENS HOSP - ST MATTHEWS     ,610703799,3451155,P,O,1,KY
KOSAIR CHILDRENS HOSPITAL               ,610703799,1425923,P,O,1,KY
KOSCIUSKO COMMUNITY HOSPITAL            ,621764613,66941,P,O,1,IN
KOSSUTH REGIONAL HEALTH CENTER          ,421001588,101612,P,O,1,IA
KSB MEDICAL GROUP                       ,363358384,2223081,N,O,1,IL
KUAKINI MEDICAL CENTER                  ,990074139,336340,P,O,1,HI
KUHN MEMORIAL STATE HOSPITAL            ,646001177,413947,N,O,1,MS
KULA HOSPITAL                           ,990262276,655595,P,O,1,HI
KUYKENDAHL MEDICAL CENTER               ,342028269,3233025,N,O,1,TX
KVC HOSP INC PRAIRIE RIDGE HOSPITAL PRTF,271672159,2658470,P,O,1,KS
KVC HOSP INC PRAIRIE RIDGE HOSPITAL PRTF,480770308,2658470,P,O,1,MO
L S HUCKABAY MEMORIAL CLINIC            ,720654838,696127,N,O,1,LA
L V STABLER MEMORIAL HOSPITAL           ,631134649,192869,P,O,1,GA
LA CNTY KING DREW MED CTR               ,956000927,1722979,N,O,1,CA
LA COMMUNITY HOSPITAL AT BELLFLOWER     ,954691839,6046515,P,O,1,CA
LA COUNTY OLIVE VIEW MED CTR            ,956000927,1722969,N,O,1,CA
LA CROIX HOSPITAL                       ,382224527,664400,N,O,1,MI
LA FAMILIA GUIDANCE CENTER              ,411813938,2763698,P,O,1,MN
LA HARPE HOSPITAL                       ,370619841,436552,N,O,1,IL
LA METRO MED CTR - HAWTHORNE            ,952160423,228344,N,O,1,CA
LA PALMA INTERCOMMUNITY HOSPITAL        ,205253134,599589,P,O,1,CA
LA PALMA INTERCOMMUNITY HOSPITAL        ,760714527,599589,P,O,1,CA
LA PALMA INTERCOMMUNITY HOSPITAL        ,621782797,599589,P,O,1,CA
LA PAZ REGIONAL HOSPITAL                ,860260959,450308,P,O,1,AZ
LA PLATA COMM HOSPITAL                  ,846014640,1699401,N,O,1,CO
LA PORTE HOSPITAL                       ,810722737,5905276,P,O,1,IN
LA PORTE HOSPITAL & HEALTH SERVICES     ,351125434,5352817,N,O,1,IN
LA RABIDA CHILDRENS HOSP ETC            ,362170143,170342,P,O,1,IL
LA SALLE GENERAL HOSPITAL               ,720690217,743091,P,O,1,LA
LA VERNA LODGE                          ,350811197,2436147,N,O,1,IN
LA VINA HOSPITAL                        ,951658758,576708,N,O,1,CA
LABETTE COUNTY MEDICAL CENTER           ,486099245,213595,P,O,1,KS
LABURNUM MEDICAL CENTER                 ,541744931,2498676,N,O,1,VA
LAC HARBOR UCLA MEDICAL CENTER          ,956000927,332458,N,O,1,CA
LAC RANCHO LOS AMIGOS MED CENTER        ,956000927,703526,N,O,1,CA
LAC USC MEDICAL CENTER                  ,956000927,1722966,N,O,1,CA
LAC-HIGH DESERT HOSPITAL                ,956000927,714704,N,O,1,CA
LACHINE GENERAL HOSPITAL CTR            ,0,992455,N,O,1,PQ
LADY OF THE SEA GENERAL HOSPITAL        ,726012041,408347,P,O,1,LA
LADYSMITH GENERAL HOSPITAL              ,0,906574,N,O,1,BC
LAFAYETTE COMMUNITY WELLNESS            ,721301627,1906718,N,O,1,LA
LAFAYETTE COUNTY MEMORIA                ,716038648,684685,N,O,1,AR
LAFAYETTE GEN SURG HOSPITAL             ,481300080,2462010,P,O,1,LA
LAFAYETTE GENERAL HOSPITAL              ,720535375,57935,N,O,1,LA
LAFAYETTE GENERAL MEDICAL CTR           ,720535375,57958,P,O,1,LA
LAFAYETTE HOME HOSPITAL                 ,352056396,3692261,N,O,1,IN
LAFAYETTE PHYSICAL REHABILITATION HOSP  ,680562493,2683605,P,O,1,LA
LAFAYETTE REGIONAL HEALTH CENT          ,481301817,55285,P,O,1,MO
LAFAYETTE SURGICAL SPECIALTY HOSPITAL   ,900021727,2442419,P,O,1,OK
LAFFITTE & WARREN MEDICAL CTR           ,576001334,2698264,N,O,1,SC
LAFOLLETTE COMMUNITY HOSPITAL           ,620899858,1656908,N,O,1,TN
LAFOLLETTE COMMUNITY HOSPITAL           ,620569583,1656352,N,O,1,TN
LAGRANGE - TROUP COUNTY HSP AUTHORITY   ,562609278,2706400,N,O,1,GA
LAH MENTAL HEALTH                       ,250965414,3849358,N,O,1,PA
LAHEY CLINIC HOSPITAL                   ,42704686,75217,P,O,1,MA
LAIRD HOSPITAL                          ,201835779,554336,P,O,1,OH
LAKE AREA MEDICAL CENTER                ,621762556,1458497,P,O,1,TX
LAKE AREA MEDICAL CENTER                ,541058953,285220,P,O,1,LA
LAKE BUTLER HOSPITAL HAND SURGERY CTR   ,593218382,3196982,P,O,1,FL
LAKE CHARLES MEMORIAL HOSPITAL          ,720551963,308645,P,O,1,LA
LAKE CHELAN COMMUNITY HOSP              ,910881595,462027,P,O,1,WA
LAKE CITY COMMUNITY HOSPITAL            ,570427724,1412493,P,O,1,SC
LAKE CITY HOSPITAL                      ,620717007,221706,N,O,1,TN
LAKE CITY MEDICAL CTR                   ,954176924,1029051,P,O,1,GA
LAKE CUMBERLAND REGIONAL HOSPITAL       ,621757920,459800,P,O,1,KY
LAKE DISTRICT HOSPITAL                  ,930577593,712315,P,O,1,OR
LAKE GRANBURY MEDICAL CENTER            ,752682017,369470,P,O,1,TX
LAKE HEALTH                             ,341425870,157505,P,O,1,OH
LAKE HEALTH FOUNDATION                  ,341425872,3123794,N,O,1,OH
LAKE HURON MEDICAL CENTER               ,472361878,5809748,P,O,1,OH
LAKE MARTIN COMMUNITY HOSPITAL          ,631282722,597890,P,O,1,AL
LAKE MEDICAL CENTER                     ,953956124,572253,N,O,1,FL
LAKE MEDICAL CENTER                     ,341637345,2517327,N,O,1,OH
LAKE NORMAN REG MEDICAL CENTER          ,592612221,440878,P,O,1,NC
LAKE OF THE WOODS DISTRICT HOSP         ,0,277457,N,O,1,ON
LAKE REGION HEALTHCARE CORPORATION      ,410730602,505679,P,O,1,MN
LAKE REGIONAL HEALTH SYSTEM             ,237339737,149944,P,O,1,MO
LAKE TAYLOR HOSPITAL                    ,541453192,268393,N,O,1,VA
LAKE VIEW MEMORIAL HOSPITAL             ,410786046,608445,P,O,1,MN
LAKE WALES HOSPITAL ASSOC               ,590624418,1644040,N,O,1,FL
LAKE WALES MEDICAL CENTER               ,20643409,456769,P,O,1,GA
LAKE WALES MEDICAL CENTER               ,593134978,2400057,N,O,1,FL
LAKE WHITNEY MEDICAL CENTER             ,731694239,476817,P,O,1,TX
LAKE WHITNEY MEDICAL CENTER             ,741266231,476817,P,O,1,TX
LAKEFIELD MUNICIPAL HOSPITAL            ,416005300,440043,N,O,1,MN
LAKELAND COMMUNITY HOSPITAL             ,300109979,301111,P,O,1,GA
LAKELAND COMMUNITY HOSPITAL             ,472367677,301111,P,O,1,GA
LAKELAND COMMUNITY HOSPITAL WATERVLIET  ,381368745,270988,P,O,1,MI
LAKELAND EMRGICENTER                    ,251471600,2403619,N,O,1,PA
LAKELAND HOSPITALS                      ,382156872,1831462,P,O,1,MI
LAKELAND MEDICAL CENTER                 ,396005752,2401383,N,O,1,WI
LAKELAND MEDICAL CENTER                 ,200544137,30841,P,O,1,LA
LAKELAND MEDICAL CENTER BERRIE          ,383136002,1831439,N,O,1,MI
LAKELAND REGIONAL MED CTR               ,592650456,468940,P,O,1,GA
LAKERIDGE HEALTH CORPORATION            ,663932,2171961,N,O,1,ON
LAKES REGIONAL HEALTHCARE               ,426037582,133619,P,O,1,IA
LAKESHORE GENERAL HOSPITAL              ,0,477635,N,O,1,PQ
LAKESHORE HOSPITAL                      ,382302307,55597,N,O,1,MI
LAKESIDE HOSPITAL                       ,621596506,664410,P,O,1,LA
LAKESIDE HOSPITAL                       ,330476709,992626,N,O,1,CA
LAKESIDE MEDICAL CENTER                 ,352226306,745936,P,O,1,GA
LAKESIDE MEDICAL CENTER HOSP            ,410906771,788413,N,O,1,MN
LAKESIDE MEMORIAL HOSPITAL              ,160743068,414385,P,O,1,NY
LAKESIDE WOMENS HOSPITAL                ,731493662,1756324,P,O,1,OK
LAKEVIEW CARE CTR                       ,651112992,2307969,N,O,1,FL
LAKEVIEW HOSPITAL                       ,870322019,98305,P,O,1,UT
LAKEVIEW HOSPITAL                       ,410811697,237943,P,O,1,MN
LAKEVIEW MEDICAL CENTER OF RICE LAKE    ,390837206,21334,P,O,1,WI
LAKEVIEW NEUROREHAB CENTER              ,364037237,1391095,P,O,1,WI
LAKEVIEW REGIONAL HOSPITAL              ,721319006,207939,P,O,1,TX
LAKEVIEW REGIONAL MED CENTER            ,621762416,1211474,P,O,1,LA
LAKEWAY REGIONAL HOSPITAL               ,621528689,1879915,P,O,1,TN
LAKEWAY REGIONAL MEDICAL CENTER         ,262101764,3413196,P,O,1,TX
LAKEWOOD HEALTH CENTER                  ,410758434,410317,P,O,1,ND
LAKEWOOD HEALTH SYSTEM                  ,411842965,1027139,P,O,1,MN
LAKEWOOD RANCH MEDICAL CENTER           ,731666433,2403637,P,O,1,GA
LAKEWOOD REGIONAL MED CTR               ,752919841,328906,P,O,1,CA
LALLIE KEMP CHARITY HOSPITAL            ,726000749,656653,P,O,1,LA
LAMAR COMMUNITY HOSPITAL                ,631080039,1404289,N,O,1,AL
LAMAR REGIONAL HOSPITAL                 ,630921844,1191971,N,O,1,AL
LAMAR REGIONAL HOSPITAL                 ,581869600,1191971,N,O,1,AL
LAMB HEALTHCARE CENTER                  ,752388515,197405,P,O,1,TX
LAMBERTVILLE NJ CVS                     ,300177320,2760825,N,O,1,MI
LAMEREIE YOUTH HOMES                    ,10706307,2784810,N,O,1,CA
LANAI COMMUNITY HOSPITAL                ,990262191,363158,P,O,1,HI
LANCASTER GENERAL HOSPITAL              ,231365353,107385,P,O,1,PA
LANCASTER REGIONAL MEDICAL CENTER       ,233034332,1089891,P,O,1,PA
LANDER REGIONAL HOSPITAL                ,621823043,128141,P,O,1,WY
LANDER REGIONAL HOSPITAL                ,621762468,128141,P,O,1,WY
LANDMANN JUNGMANN MEMORIAL HOSPITAL AVER,466015787,377419,P,O,1,SD
LANDMARK HOSP COLUMBIA                  ,260355424,3202657,N,O,1,MO
LANDMARK HOSP OF JOPLIN                 ,204099493,2930252,N,O,1,MO
LANDMARK HOSPITAL OF ATHENS             ,260532745,2991274,P,O,1,IL
LANDMARK HOSPITAL OF CAPE GIRARDEAU     ,202091155,2679529,P,O,1,MO
LANDMARK HOSPITAL OF SALT LAKE CITY     ,300703582,4098967,N,O,1,UT
LANDMARK MEDICAL CENTER                 ,461175423,4058198,P,O,1,RI
LANDMARK MEDICAL CENTER                 ,752150564,347806,N,O,1,TX
LANDMARK MEDICAL CENTER                 ,222921474,546555,N,O,1,RI
LANDMARK MEDICAL CTR                    ,222921474,3837470,N,O,1,RI
LANE COUNTY HOSPITAL                    ,480665188,208718,P,O,1,KS
LANE FROST HEALTH & REHAB               ,201147625,2520669,N,O,1,OK
LANE REGIONAL MEDICAL CENTER            ,726015227,431665,P,O,1,LA
LANGLADE HOSPITAL                       ,390806429,397024,P,O,1,WI
LANKENAU HOSPITAL/OUTPATIENT            ,231365354,421852,N,O,1,PA
LANTERMAN DEVELOPMENTAL CENTERS         ,680282313,3209820,N,O,1,CA
LANTERMAN STATE HOSPITAL                ,946001347,906457,N,O,1,CA
LAO FAMILY COMMUNITY OF MN              ,411434916,2209034,N,O,1,MN
LAPLATA COMMUNITY HOSP                  ,846014640,55087,N,O,1,CO
LAPORTE MED CTR                         ,231355135,1549357,N,O,1,PA
LAREDO EMERGENCY CENTER                 ,463328938,5277465,N,O,1,TX
LAREDO MEDICAL CENTER                   ,200175530,493688,P,O,1,TX
LAREDO MEDICAL CENTER                   ,741189682,493688,P,O,1,TX
LAREDO REHABILITATION HOSPITAL          ,471104599,5731131,N,O,1,TX
LARES MEDICAL CENTER                    ,660556361,1940604,P,O,1,PR
LARGO MEDICAL CENTER                    ,621026428,380944,P,O,1,GA
LARGO MEDICAL CENTER - INDIAN ROCKS     ,621026428,375847,P,O,1,GA
LARGO MEDICAL CENTER - INDIAN ROCKS     ,591052802,375847,P,O,1,FL
LARKIN COMMUNITY HOSPITAL               ,650729921,1439568,P,O,1,FL
LAS COLINAS MEDICAL CENTER              ,621650582,1454909,P,O,1,TX
LAS PALMAS CAMP LPDSH                   ,742499952,331490,P,O,1,TX
LAS VEGAS MEDICAL CENTER II             ,880236314,2400092,N,O,1,NV
LATIMER CNTY GENERAL HOSP               ,736087821,273508,P,O,1,OK
LATROBE AREA HOSPITAL                   ,250965414,337313,P,O,1,PA
LAUDERDALE COMMUNITY HOSPITAL           ,621088703,411748,P,O,1,TN
LAUDERDALE COMMUNITY HOSPITAL           ,270560527,411748,P,O,1,TN
LAUGHLIN MEMORIAL HOSP                  ,620701119,416620,P,O,1,TN
LAURA P FOWLKES MD                      ,630867399,1402365,N,O,1,MS
LAUREL HEALTH SYSTEM                    ,251882076,2837583,N,O,1,PA
LAUREL REGIONAL HOSPITAL                ,521289729,311564,P,O,1,MD
LAVACA MEDICAL CENTER                   ,746240037,588255,P,O,1,TX
LAVERENDRYE GENERAL HOSPITAL            ,0,76499,N,O,1,ON
LAWNDALE COMMUNITY HOSPITAL             ,232196321,490898,N,O,1,PA
LAWNWOOD REGIONAL MEDICAL CENTER        ,591764486,268246,P,O,1,GA
LAWRENCE COUNTY HOSPITAL                ,646012516,382424,P,O,1,MS
LAWRENCE COUNTY HOSPITAL                ,640468873,382424,P,O,1,MS
LAWRENCE COUNTY MEMORIAL HOSP           ,371080255,706906,P,O,1,IL
LAWRENCE COUNTY MEMORIAL HOSP           ,800618988,706906,P,O,1,IL
LAWRENCE GENERAL HOSPITAL               ,42103586,464287,P,O,1,MA
LAWRENCE GENERAL HOSPITAL               ,404040404,464287,P,O,1,MA
LAWRENCE MEDICAL CTR                    ,721589022,731486,P,O,1,AL
LAWRENCE MEDICAL CTR                    ,631140439,731486,P,O,1,AL
LAWRENCE MEMORIAL HOSPITAL              ,710327091,665885,P,O,1,AR
LAWRENCE MEMORIAL HOSPITAL              ,60646704,239903,P,O,1,CT
LAWRENCE MEMORIAL HOSPITAL              ,486033703,620250,P,O,1,MO
LAWTON INDIAN HOSPITAL                  ,730632862,1040230,N,O,1,OK
LAWTON INDIAN HOSPITAL                  ,820581689,2291042,P,O,1,TX
LBJ TROPICAL MEDICAL CENTER             ,660567730,2955003,N,O,1,AS
LBJ TROPICAL MEDICAL CENTER             ,970000676,2955003,N,O,1,AS
LCH PALM SPRINGS CAMPUS                 ,475625607,356296,P,O,1,FL
LCH PALM SPRINGS CAMPUS                 ,650207115,356296,P,O,1,FL
LCH PALM SPRINGS CAMPUS                 ,592052335,356296,P,O,1,FL
LDS HOSPITAL                            ,942854057,109860,P,O,1,UT
LE CENTRE HOSPITALIER DE L'UNIVE        ,0,433532,N,O,1,PQ
LE PAVILLON GILLES DESJARDINS           ,0,816517,N,O,1,PQ
LEA REGIONAL MEDICAL CENTER             ,621760149,1865556,P,O,1,TX
LEAD DEADWOOD REGIONAL HOSPITAL         ,460360899,372610,P,O,1,SD
LEAD DEADWOOD REGIONAL MEDICAL CLINIC   ,460360899,5916439,P,O,1,SD
LEAKE COUNTY MEMORIAL HOSP              ,646001531,1665065,N,O,1,MS
LEBONHEUR CHILDRENS MEDICAL CTR         ,620479367,316631,P,O,1,TN
LECONTE MEDICAL CENTER                  ,621114867,940023,P,O,1,TN
LEE COUNTY MEM HOSP                     ,576001526,298693,N,O,1,SC
LEE MEMORIAL HEALTH PARK MEDICAL        ,590714812,3177720,N,O,1,FL
LEE MEMORIAL HOSPITAL                   ,590714812,131689,P,O,1,FL
LEE MEMORIAL HOSPITAL                   ,742564436,342401,N,O,1,TX
LEE MEMORIAL HOSPITAL                   ,741089010,342401,N,O,1,TX
LEE MEMORIAL HOSPITAL                   ,716046429,101626,N,O,1,AR
LEELANAU MEMORIAL HOSPITAL              ,381565441,907876,P,O,1,MI
LEES SUMMIT MEDICAL CENTER              ,450503141,321470,P,O,1,MO
LEESBURG REGIONAL MEDICAL CTR           ,590878982,572297,P,O,1,TX
LEESVILLE GENERAL HOSP                  ,720739341,28743,N,O,1,LA
LEGACY EMANUEL HOSP & HLTH CENT         ,930386823,85154,P,O,1,OR
LEGACY EMANUEL HOSPITAL AND HEALTH CTR  ,930386823,2768192,P,O,1,OR
LEGACY GOOD SAMARITAN AND MEDICAL CENTER,930386793,15070,P,O,1,OR
LEGACY MEDICAL CENTER OF ATLANTA        ,223915211,2720025,N,O,1,GA
LEGACY MERIDIAN PARK HOSPITAL           ,930618975,474372,P,O,1,OR
LEGACY MOUNT HOOD MEDICAL CTR           ,930591528,1475302,P,O,1,OR
LEGACY SALMON CREEK HOSPITAL            ,331065485,2547315,P,O,1,WA
LEGEND BUTTES HEALTH SVCS CLNC          ,470708466,443716,N,O,1,NE
LEHIGH REGIONAL MEDICAL CENTER          ,651144586,177956,P,O,1,GA
LEHIGH VALLEY HOSPITAL                  ,231689692,557236,P,O,1,PA
LEHIGH VALLEY HOSPITAL MUHLENBERG       ,232367707,635197,P,O,1,PA
LEHIGH VALLEY HOSPITAL-HAZLETON         ,232421970,252066,P,O,1,PA
LEILA HOSPITAL & HEALTH CNTR            ,382113393,1591207,N,O,1,MI
LELAND MEMORIAL HOSPITAL                ,520387076,481364,N,O,1,MD
LENNOX MEDICAL CENTER                   ,800203719,2926872,N,O,1,CA
LENOIR MEMORIAL HOSPITAL                ,566000674,317390,P,O,1,NC
LENOX HILL HOSPITAL                     ,131624070,582188,P,O,1,NY
LEO N LEVI MEMORIAL HOSP ASSOC          ,710246565,398628,P,O,1,AR
LEONARD J CHABERT MEDICAL CENTER        ,720824119,644054,N,O,1,TX
LEONARD J CHABERT MEDICAL CENTER        ,462743282,3630778,P,O,1,TX
LETHBRIDGE REGIONAL HOSPITAL            ,0,193422,N,O,1,AB
LETTERMAN ARMY MEDICAL CENTER           ,742452845,358324,N,O,1,CA
LEVERING HOSPITAL                       ,430666891,2474,N,O,1,MO
LEVINDALE HEBREW GERIATRIC CTR & HOSP   ,520607913,1914077,P,O,1,MD
LEVINE CHILDRENS HOSPITAL               ,561398929,2859377,P,O,1,NC
LEWIS & CLARK SPECIALTY HOSPITAL        ,460459947,3576896,P,O,1,SD
LEWIS COMMUNITY HOSPITAL                ,581745991,585155,N,O,1,TN
LEWIS COUNTY GENERAL HOSPITAL           ,156000458,186968,P,O,1,NY
LEWIS GALE HOSPITAL ALLEGHANY           ,541761046,636985,P,O,1,VA
LEWISGALE HOSPITAL ALLEGHANY            ,541761046,5927815,P,O,1,VA
LEWIS-GALE MEDICAL CENTER               ,621760148,741168,P,O,1,VA
LEXINGTON MED CTR IRMO                  ,570874077,1936661,N,O,1,SC
LEXINGTON MEDICAL CENTER                ,570874077,576809,P,O,1,SC
LEXINGTON MEMORIAL HOSPITAL             ,560543238,38359,P,O,1,NC
LEXINGTON REGIONAL HEALTH CTR           ,456029692,116609,P,O,1,NE
LEYDEN COMMUNITY HOSPITAL               ,363551254,849941,N,O,1,IL
LIBERALIS WOMENS PROGRAM                ,416007162,2007443,P,O,1,MN
LIBERTY CNTY HOSP & NRSG HOME           ,816001385,1694840,N,O,1,MT
LIBERTY COUNTY HOSPITAL                 ,810515463,535842,P,O,1,MT
LIBERTY DAYTON REGIONAL MED CENTER      ,202797853,781165,P,O,1,TX
LIBERTY DAYTON REGIONAL MED CENTER      ,753084474,781165,P,O,1,TX
LIBERTY DAYTON REGIONAL MED CENTER      ,800490207,781165,P,O,1,TX
LIBERTY HOSPITAL                        ,430977042,563265,P,O,1,MO
LIBERTY MEDICAL CENTER                  ,521466304,372593,N,O,1,MD
LIBERTY REGIONAL MEDICAL CENTER         ,586025016,652623,P,O,1,GA
LIBERTY RESOURCES BROWNEL               ,161129675,2999399,N,O,1,NY
LICKING MEMORIAL HOSPITAL               ,314379519,144123,P,O,1,OH
LIFE TOUCH HOSPICE                      ,710236863,637534,N,O,1,AR
LIFECARE HOSP OF PITTSBURG-MONROEVILLE  ,462307592,3361928,P,O,1,TX
LIFECARE HOSPITALS OF CHESTER COUNTY    ,352471116,2608916,P,O,1,TX
LIFECARE HOSPITALS OF PITTSBURGH MAIN   ,900948759,1911353,P,O,1,TX
